country_name,indicator_name,sex,age_group,age_categories,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,year_2020,year_2021,year_2022,year_2023,year_2024,Average_per_years,region,sub_region,economic_level,standard_deviation
Liberia,Unemployment rate by sex and age,Female,25+,Adults,1.979,2.167,2.386,2.374,2.367,2.378,3.013,3.081,2.362,2.223,2.169,2.409,Africa,Sub-Saharan Africa,Low income,0.340403878
Liberia,Unemployment rate by sex and age,Female,Under 15,Children,1.789,2.05,2.339,2.329,2.323,2.332,2.965,2.983,2.318,2.178,2.127,2.339363636,Africa,Sub-Saharan Africa,Low income,0.355575948
Liberia,Unemployment rate by sex and age,Male,15-24,Youth,1.881,2.133,2.394,2.389,2.386,2.389,2.865,2.966,2.379,2.209,2.155,2.376909091,Africa,Sub-Saharan Africa,Low income,0.311253419
Liberia,Unemployment rate by sex and age,Male,25+,Adults,2.496,3.302,4.196,4.172,4.158,4.177,5.934,5.481,4.101,3.889,3.802,4.155272727,Africa,Sub-Saharan Africa,Low income,0.927564024
Liberia,Unemployment rate by sex and age,Male,Under 15,Children,2.345,3.017,3.757,3.738,3.726,3.743,5.188,4.863,3.671,3.465,3.384,3.717909091,Africa,Sub-Saharan Africa,Low income,0.776455981
Libya,Unemployment rate by sex and age,Female,15-24,Youth,69.28,70.024,69.47,68.449,68.138,68.464,73.061,70.865,69.032,67.735,67.018,69.23054545,Africa,Northern Africa,Upper-middle income,1.66122463
Libya,Unemployment rate by sex and age,Female,25+,Adults,21.631,21.985,21.711,21.222,21.075,21.228,21.69,21.917,21.725,21.21,20.827,21.47463636,Africa,Northern Africa,Upper-middle income,0.376744814
Libya,Unemployment rate by sex and age,Female,Under 15,Children,25.356,25.713,25.389,24.84,24.67,24.826,25.494,25.548,25.364,24.737,24.272,25.10990909,Africa,Northern Africa,Upper-middle income,0.457636418
Libya,Unemployment rate by sex and age,Male,15-24,Youth,42.326,42.904,42.48,41.705,41.472,41.719,43.964,42.889,41.97,40.358,39.407,41.92672727,Africa,Northern Africa,Upper-middle income,1.249317181
Libya,Unemployment rate by sex and age,Male,25+,Adults,13.361,13.637,13.425,13.05,12.938,13.056,13.75,13.762,13.24,12.369,11.933,13.13827273,Africa,Northern Africa,Upper-middle income,0.57037498
Libya,Unemployment rate by sex and age,Male,Under 15,Children,16.131,16.412,16.161,15.736,15.606,15.729,16.505,16.438,15.932,15.042,14.564,15.84145455,Africa,Northern Africa,Upper-middle income,0.605479044
Lithuania,Unemployment rate by sex and age,Female,15-24,Youth,18.745,16.675,12.633,11.664,10.069,9.246,17.301,14.709,10.389,9.312,8.343,12.64418182,Europe,Northern Europe,High income,3.650293627
Lithuania,Unemployment rate by sex and age,Female,25+,Adults,8.457,7.478,6.18,5.224,5.066,5.219,7.043,6.07,5.149,6.13,5.917,6.175727273,Europe,Northern Europe,High income,1.088084748
Lithuania,Unemployment rate by sex and age,Female,Under 15,Children,9.216,8.152,6.638,5.661,5.405,5.492,7.691,6.607,5.483,6.316,6.059,6.610909091,Europe,Northern Europe,High income,1.249042069
Lithuania,Unemployment rate by sex and age,Male,15-24,Youth,19.691,16.069,15.924,14.575,12.004,14.116,21.452,13.97,13.353,12.154,11.348,14.96872727,Europe,Northern Europe,High income,3.174397426
Lithuania,Unemployment rate by sex and age,Male,25+,Adults,11.338,9.483,8.397,7.911,6.433,6.42,8.284,7.107,5.926,6.373,6.366,7.639818182,Europe,Northern Europe,High income,1.65917382
Lithuania,Unemployment rate by sex and age,Male,Under 15,Children,12.175,10.09,9.083,8.471,6.884,7.022,9.271,7.606,6.432,6.736,6.683,8.223,Europe,Northern Europe,High income,1.800273924
Luxembourg,Unemployment rate by sex and age,Female,15-24,Youth,17.967,15.671,18.061,13.274,11.919,16.016,21.378,16.129,18.508,21.649,22.972,17.59490909,Europe,Western Europe,High income,3.465247941
Luxembourg,Unemployment rate by sex and age,Female,25+,Adults,4.982,6.545,5.621,4.902,5.367,4.669,5.851,4.741,3.566,3.962,3.925,4.921,Europe,Western Europe,High income,0.89659913
Luxembourg,Unemployment rate by sex and age,Female,Under 15,Children,5.767,7.345,6.628,5.499,5.884,5.525,6.967,5.623,4.729,5.246,5.295,5.864363636,Europe,Western Europe,High income,0.793952804
Luxembourg,Unemployment rate by sex and age,Male,15-24,Youth,25.729,18.892,19.698,17.181,16.297,17.761,24.862,17.749,16.708,12.763,10.68,18.02909091,Europe,Western Europe,High income,4.43692426
Luxembourg,Unemployment rate by sex and age,Male,25+,Adults,4.535,4.983,5.002,4.614,4.439,4.579,5.173,3.876,3.584,4.727,5.058,4.597272727,Europe,Western Europe,High income,0.494939207
Luxembourg,Unemployment rate by sex and age,Male,Under 15,Children,5.917,6.104,6.008,5.539,5.334,5.645,6.597,4.922,4.449,5.32,5.475,5.573636364,Europe,Western Europe,High income,0.588416905
Madagascar,Unemployment rate by sex and age,Female,15-24,Youth,2.299,2.94,2.926,2.929,2.939,2.946,3.612,3.568,3.139,3.015,2.956,3.024454545,Africa,Sub-Saharan Africa,Low income,0.349889515
Madagascar,Unemployment rate by sex and age,Female,25+,Adults,1.024,1.315,1.3,1.298,1.303,1.304,1.565,1.677,1.446,1.389,1.357,1.361636364,Africa,Sub-Saharan Africa,Low income,0.167176717
Madagascar,Unemployment rate by sex and age,Female,Under 15,Children,1.409,1.806,1.786,1.781,1.782,1.78,2.15,2.207,1.916,1.837,1.794,1.840727273,Africa,Sub-Saharan Africa,Low income,0.209514243
Madagascar,Unemployment rate by sex and age,Male,15-24,Youth,2.805,3.713,3.697,3.709,3.734,3.753,4.627,4.608,4.043,3.874,3.798,3.851,Africa,Sub-Saharan Africa,Low income,0.489465014
Madagascar,Unemployment rate by sex and age,Male,25+,Adults,0.746,0.935,0.922,0.923,0.929,0.932,1.323,1.371,1.054,1.016,0.989,1.012727273,Africa,Sub-Saharan Africa,Low income,0.182729358
Madagascar,Unemployment rate by sex and age,Male,Under 15,Children,1.369,1.775,1.753,1.747,1.749,1.746,2.268,2.284,1.883,1.804,1.759,1.830636364,Africa,Sub-Saharan Africa,Low income,0.254649278
Malawi,Unemployment rate by sex and age,Female,15-24,Youth,7.07,7.057,7.129,7.176,7.135,7.062,8.282,8.056,7.277,7.135,7.086,7.315,Africa,Sub-Saharan Africa,Low income,0.429810423
Malawi,Unemployment rate by sex and age,Female,25+,Adults,5.333,5.307,5.388,5.438,5.387,5.295,5.941,6.115,5.526,5.422,5.381,5.503,Africa,Sub-Saharan Africa,Low income,0.270156991
Malawi,Unemployment rate by sex and age,Female,Under 15,Children,5.85,5.823,5.897,5.943,5.9,5.819,6.65,6.702,6.059,5.945,5.9,6.044363636,Africa,Sub-Saharan Africa,Low income,0.319469646
Malawi,Unemployment rate by sex and age,Male,15-24,Youth,6.423,6.397,6.46,6.498,6.424,6.319,7.255,7.122,6.435,6.295,6.267,6.535909091,Africa,Sub-Saharan Africa,Low income,0.331653872
Malawi,Unemployment rate by sex and age,Male,25+,Adults,3.148,3.124,3.174,3.204,3.153,3.076,3.772,3.802,3.184,3.154,3.129,3.265454545,Africa,Sub-Saharan Africa,Low income,0.260121265
Malawi,Unemployment rate by sex and age,Male,Under 15,Children,4.095,4.074,4.132,4.167,4.134,4.071,4.875,4.863,4.226,4.161,4.134,4.266545455,Africa,Sub-Saharan Africa,Low income,0.30110575
Malaysia,Unemployment rate by sex and age,Female,15-24,Youth,11.315,12.386,11.968,12.78,13.346,12.736,13.518,13.568,10.967,11.512,11.837,12.35754545,Asia,South-Eastern Asia,Upper-middle income,0.909372351
Malaysia,Unemployment rate by sex and age,Female,25+,Adults,1.521,1.622,2.354,2.114,1.824,1.605,3.163,2.671,2.58,2.502,2.467,2.220272727,Asia,South-Eastern Asia,Upper-middle income,0.526613728
Malaysia,Unemployment rate by sex and age,Female,Under 15,Children,3.221,3.391,3.928,3.824,3.631,3.401,4.681,4.226,3.837,3.815,3.789,3.794909091,Asia,South-Eastern Asia,Upper-middle income,0.408204717
Malaysia,Unemployment rate by sex and age,Male,15-24,Youth,9.081,10.524,10.51,10.758,10.658,10.289,12.018,11.339,9.986,10.076,10.028,10.47881818,Asia,South-Eastern Asia,Upper-middle income,0.762912291
Malaysia,Unemployment rate by sex and age,Male,25+,Adults,1.437,1.529,1.825,1.833,1.779,1.89,3.209,2.812,2.456,2.445,2.455,2.151818182,Asia,South-Eastern Asia,Upper-middle income,0.560244557
Malaysia,Unemployment rate by sex and age,Male,Under 15,Children,2.671,2.921,3.136,3.15,3.091,3.171,4.451,3.991,3.496,3.479,3.456,3.364818182,Asia,South-Eastern Asia,Upper-middle income,0.499985963
Maldives,Unemployment rate by sex and age,Female,15-24,Youth,13.593,12.104,10.57,9.894,9.177,8.425,10.008,9.738,9.289,8.921,9.084,10.073,Asia,Southern Asia,Upper-middle income,1.528053075
Maldives,Unemployment rate by sex and age,Female,25+,Adults,5.36,4.298,3.251,3.001,2.751,2.5,2.825,2.885,2.654,2.614,2.652,3.162818182,Asia,Southern Asia,Upper-middle income,0.881559166
Maldives,Unemployment rate by sex and age,Female,Under 15,Children,7.716,6.439,5.172,4.712,4.247,3.784,4.264,4.176,3.782,3.65,3.681,4.693,Asia,Southern Asia,Upper-middle income,1.29750869
Maldives,Unemployment rate by sex and age,Male,15-24,Youth,20.952,19.614,18.138,17.944,17.544,17.002,20.223,19.353,18.721,18.19,18.643,18.75672727,Asia,Southern Asia,Upper-middle income,1.182715104
Maldives,Unemployment rate by sex and age,Male,25+,Adults,3.928,3.695,3.432,3.258,3.057,2.843,3.819,3.609,2.994,2.965,3.064,3.333090909,Asia,Southern Asia,Upper-middle income,0.381031352
Maldives,Unemployment rate by sex and age,Male,Under 15,Children,7.358,6.684,6.007,5.625,5.233,4.843,5.919,5.461,4.608,4.43,4.501,5.515363636,Asia,Southern Asia,Upper-middle income,0.935023131
Mali,Unemployment rate by sex and age,Female,15-24,Youth,2.163,2.048,2.003,2.078,2.155,4.325,7.577,3.975,4.268,4.621,4.677,3.626363636,Africa,Sub-Saharan Africa,Low income,1.747922153
Mali,Unemployment rate by sex and age,Female,25+,Adults,1.116,0.993,0.945,1.101,1.266,1.515,1.791,1.743,2.437,2.486,2.473,1.624181818,Africa,Sub-Saharan Africa,Low income,0.608087464
Mali,Unemployment rate by sex and age,Female,Under 15,Children,1.45,1.348,1.301,1.428,1.555,2.394,3.542,2.418,2.991,3.141,3.156,2.247636364,Africa,Sub-Saharan Africa,Low income,0.859934564
Mali,Unemployment rate by sex and age,Male,15-24,Youth,2.396,2.317,2.259,2.362,2.473,3.933,6.167,3.755,4.153,4.527,4.54,3.534727273,Africa,Sub-Saharan Africa,Low income,1.281523866
Mali,Unemployment rate by sex and age,Male,25+,Adults,1.298,1.15,1.079,1.204,1.34,1.686,2.522,1.957,2.885,2.86,2.807,1.889818182,Africa,Sub-Saharan Africa,Low income,0.744729725
Mali,Unemployment rate by sex and age,Male,Under 15,Children,1.623,1.484,1.421,1.543,1.664,2.314,3.522,2.453,3.232,3.322,3.292,2.351818182,Africa,Sub-Saharan Africa,Low income,0.851991528
Malta,Unemployment rate by sex and age,Female,15-24,Youth,9.494,9.811,11.332,9.908,6.751,7.972,8.083,6.479,5.632,4.028,3.564,7.550363636,Europe,Southern Europe,High income,2.509461347
Malta,Unemployment rate by sex and age,Female,25+,Adults,4.135,4.542,4.097,3.299,2.946,3.414,4.031,2.708,2.3,2.359,2.416,3.295181818,Europe,Southern Europe,High income,0.810235622
Malta,Unemployment rate by sex and age,Female,Under 15,Children,5.091,5.392,5.174,4.256,3.498,4.016,4.504,3.081,2.635,2.519,2.525,3.881,Europe,Southern Europe,High income,1.095401022
Malta,Unemployment rate by sex and age,Male,15-24,Youth,13.607,13.123,10.141,11.076,11.12,10.476,13.204,13.799,10.928,12.423,11.177,11.91581818,Europe,Southern Europe,High income,1.336552193
Malta,Unemployment rate by sex and age,Male,25+,Adults,5.057,4.316,3.62,2.927,2.886,2.532,3.28,2.71,2.458,1.826,1.644,3.023272727,Europe,Southern Europe,High income,1.012530107
Malta,Unemployment rate by sex and age,Male,Under 15,Children,6.109,5.372,4.382,3.835,3.767,3.355,4.244,3.602,3.124,2.66,2.37,3.892727273,Europe,Southern Europe,High income,1.108375486
Mauritania,Unemployment rate by sex and age,Female,15-24,Youth,20.045,21.602,23.44,25.043,27.818,30.21,33.45,32.637,31.464,31.054,30.757,27.95636364,Africa,Sub-Saharan Africa,Lower-middle income,4.677410465
Mauritania,Unemployment rate by sex and age,Female,25+,Adults,10.207,9.667,9.28,8.746,10.468,12.016,12.47,12.946,12.579,12.376,12.21,11.17863636,Africa,Sub-Saharan Africa,Lower-middle income,1.523399046
Mauritania,Unemployment rate by sex and age,Female,Under 15,Children,12.098,11.877,11.805,11.543,13.411,15.06,15.933,16.188,15.631,15.385,15.194,14.01136364,Africa,Sub-Saharan Africa,Lower-middle income,1.870202196
Mauritania,Unemployment rate by sex and age,Male,15-24,Youth,15.934,16.88,18.023,18.936,19.57,20.065,21.749,21.491,20.796,20.483,20.255,19.47109091,Africa,Sub-Saharan Africa,Lower-middle income,1.861003087
Mauritania,Unemployment rate by sex and age,Male,25+,Adults,7.477,7.567,7.776,7.842,6.814,5.637,6.127,6.254,5.892,5.765,5.655,6.618727273,Africa,Sub-Saharan Africa,Lower-middle income,0.896327183
Mauritania,Unemployment rate by sex and age,Male,Under 15,Children,8.996,9.213,9.558,9.739,8.985,8.083,8.77,8.861,8.372,8.239,8.127,8.813,Africa,Sub-Saharan Africa,Lower-middle income,0.562777043
Mauritius,Unemployment rate by sex and age,Female,15-24,Youth,32.258,31.285,29.752,31.102,28.133,28.615,28.154,25.535,24.192,20.714,19.341,27.18918182,Africa,Sub-Saharan Africa,Upper-middle income,4.283022363
Mauritius,Unemployment rate by sex and age,Female,25+,Adults,7.368,7.145,7.087,6.511,6.308,6.818,7.623,6.418,6.63,5.445,4.681,6.548545455,Africa,Sub-Saharan Africa,Upper-middle income,0.856314354
Mauritius,Unemployment rate by sex and age,Female,Under 15,Children,10.858,10.717,10.433,10.066,9.549,9.72,10.217,8.655,8.502,7.039,6.197,9.268454545,Africa,Sub-Saharan Africa,Upper-middle income,1.522090691
Mauritius,Unemployment rate by sex and age,Male,15-24,Youth,19.58,21.328,17.776,18.843,21.005,17.095,22.048,24.261,20.052,16.819,15.282,19.46263636,Africa,Sub-Saharan Africa,Upper-middle income,2.631138851
Mauritius,Unemployment rate by sex and age,Male,25+,Adults,3.308,2.968,2.688,2.755,2.222,2.443,5.955,5.429,3.296,1.952,1.459,3.134090909,Africa,Sub-Saharan Africa,Upper-middle income,1.384329184
Mauritius,Unemployment rate by sex and age,Male,Under 15,Children,5.374,5.298,4.53,4.652,4.428,4.117,7.602,7.113,4.922,3.481,2.866,4.943909091,Africa,Sub-Saharan Africa,Upper-middle income,1.405187635
Mexico,Unemployment rate by sex and age,Female,15-24,Youth,10.66,9.949,8.673,7.946,7.514,7.998,8.666,8.512,7.36,6.474,6.889,8.240090909,Americas,Latin America and the Caribbean,Upper-middle income,1.249418381
Mexico,Unemployment rate by sex and age,Female,25+,Adults,3.58,3.31,2.942,2.752,2.629,2.668,3.267,3.315,2.592,2.252,2.365,2.879272727,Americas,Latin America and the Caribbean,Upper-middle income,0.434121433
Mexico,Unemployment rate by sex and age,Female,Under 15,Children,4.848,4.454,3.9,3.602,3.407,3.517,4.087,4.139,3.315,2.89,3.037,3.745090909,Americas,Latin America and the Caribbean,Upper-middle income,0.601612908
Mexico,Unemployment rate by sex and age,Male,15-24,Youth,8.763,7.808,7.103,6.312,6.483,6.778,7.779,7.497,6.042,5.478,5.783,6.893272727,Americas,Latin America and the Caribbean,Upper-middle income,1.000272372
Mexico,Unemployment rate by sex and age,Male,25+,Adults,3.834,3.396,3.084,2.657,2.483,2.748,4.028,3.347,2.653,2.241,2.421,2.990181818,Americas,Latin America and the Caribbean,Upper-middle income,0.592936222
Mexico,Unemployment rate by sex and age,Male,Under 15,Children,4.788,4.224,3.82,3.312,3.187,3.457,4.657,4.059,3.225,2.777,2.969,3.679545455,Americas,Latin America and the Caribbean,Upper-middle income,0.678050494
"Moldova, Republic of",Unemployment rate by sex and age,Female,15-24,Youth,2.214,2.935,2.195,3.988,3.458,2.38,4.37,1.554,3.155,3.766,3.572,3.053363636,Europe,Eastern Europe,Upper-middle income,0.878339943
"Moldova, Republic of",Unemployment rate by sex and age,Female,25+,Adults,0.966,1.138,0.841,1.08,0.877,1.071,0.713,0.425,0.505,0.956,0.934,0.864181818,Europe,Eastern Europe,Upper-middle income,0.230965287
"Moldova, Republic of",Unemployment rate by sex and age,Female,Under 15,Children,1.099,1.329,0.971,1.336,1.07,1.168,0.955,0.498,0.691,1.184,1.142,1.040272727,Europe,Eastern Europe,Upper-middle income,0.255067086
"Moldova, Republic of",Unemployment rate by sex and age,Male,15-24,Youth,2.388,3.707,3.809,3.797,2.936,4.041,3.718,1.969,2.527,3.23,2.746,3.169818182,Europe,Eastern Europe,Upper-middle income,0.696725888
"Moldova, Republic of",Unemployment rate by sex and age,Male,25+,Adults,1.773,2.078,2.087,1.725,1.286,1.664,1.276,1.028,1.022,1.84,1.628,1.582454545,Europe,Eastern Europe,Upper-middle income,0.378832513
"Moldova, Republic of",Unemployment rate by sex and age,Male,Under 15,Children,1.848,2.279,2.272,1.934,1.43,1.867,1.487,1.106,1.151,1.957,1.719,1.731818182,Europe,Eastern Europe,Upper-middle income,0.399343666
Mongolia,Unemployment rate by sex and age,Female,15-24,Youth,12.527,13.756,21.134,21.488,17.859,16.145,16.973,20.288,13.161,12.326,12.877,16.23036364,Asia,Eastern Asia,Upper-middle income,3.565270376
Mongolia,Unemployment rate by sex and age,Female,25+,Adults,3.35,3.106,4.312,4.131,3.549,4.159,5.16,6.177,4.536,3.665,3.285,4.13,Asia,Eastern Asia,Upper-middle income,0.915133761
Mongolia,Unemployment rate by sex and age,Female,Under 15,Children,4.401,4.244,5.883,5.65,4.816,5.379,6.304,7.313,5.329,4.516,4.261,5.281454545,Asia,Eastern Asia,Upper-middle income,0.968382297
Mongolia,Unemployment rate by sex and age,Male,15-24,Youth,11.614,12.036,19.579,14.75,15.604,14.608,15.186,15.755,10.379,7.799,8.628,13.26709091,Asia,Eastern Asia,Upper-middle income,3.509712907
Mongolia,Unemployment rate by sex and age,Male,25+,Adults,4.09,4.412,6.824,6.004,4.545,4.781,5.64,7.154,6.519,5.934,5.47,5.579363636,Asia,Eastern Asia,Upper-middle income,1.025742197
Mongolia,Unemployment rate by sex and age,Male,Under 15,Children,5.139,5.38,8.386,6.967,5.833,6.031,6.823,8.102,6.933,6.136,5.824,6.504909091,Asia,Eastern Asia,Upper-middle income,1.048526819
Montenegro,Unemployment rate by sex and age,Female,15-24,Youth,35.669,34.635,34.799,33.205,23.749,24.385,39.997,33.036,26.408,25.377,24.411,30.51554545,Europe,Southern Europe,Upper-middle income,5.738219225
Montenegro,Unemployment rate by sex and age,Female,25+,Adults,16.63,15.606,15.197,15.326,14.315,14.784,16.519,14.426,13.801,13.166,12.856,14.78418182,Europe,Southern Europe,Upper-middle income,1.233186103
Montenegro,Unemployment rate by sex and age,Female,Under 15,Children,18.24,17.307,17.102,16.946,15.124,15.683,18.372,15.849,14.711,14.077,13.733,16.104,Europe,Southern Europe,Upper-middle income,1.604119135
Montenegro,Unemployment rate by sex and age,Male,15-24,Youth,36.28,40.202,37.151,30.853,33.742,26.066,33.891,40.896,29.186,28.206,27.29,33.06936364,Europe,Southern Europe,Upper-middle income,5.160614678
Montenegro,Unemployment rate by sex and age,Male,25+,Adults,15.846,15.36,16.152,13.756,13.182,13.328,15.687,14.64,14.39,13.297,12.755,14.39936364,Europe,Southern Europe,Upper-middle income,1.215160999
Montenegro,Unemployment rate by sex and age,Male,Under 15,Children,17.891,17.757,18.252,15.367,15.244,14.673,17.472,17.119,15.702,14.651,14.092,16.20181818,Europe,Southern Europe,Upper-middle income,1.516165085
Morocco,Unemployment rate by sex and age,Female,15-24,Youth,17.545,21.3,22.613,23.17,23.418,23.517,27.436,26.426,24.056,23.79,23.707,23.36163636,Africa,Northern Africa,Lower-middle income,2.558979768
Morocco,Unemployment rate by sex and age,Female,25+,Adults,8.694,8.149,8.49,8.849,8.967,8.991,10.384,10.379,9.546,9.289,9.187,9.175,Africa,Northern Africa,Lower-middle income,0.707017397
Morocco,Unemployment rate by sex and age,Female,Under 15,Children,10.286,10.413,10.691,11.044,11.09,11.045,12.671,12.509,11.516,11.238,11.123,11.23872727,Africa,Northern Africa,Lower-middle income,0.757783622
Morocco,Unemployment rate by sex and age,Male,15-24,Youth,20.958,20.692,22.209,22.89,23.153,23.232,27.451,25.915,23.781,23.293,23.122,23.336,Africa,Northern Africa,Lower-middle income,1.949079424
Morocco,Unemployment rate by sex and age,Male,25+,Adults,7.255,7.086,6.591,6.972,7.077,7.081,9.092,8.634,7.456,7.309,7.214,7.433363636,Africa,Northern Africa,Lower-middle income,0.747178998
Morocco,Unemployment rate by sex and age,Male,Under 15,Children,9.496,9.13,8.835,9.243,9.294,9.239,11.44,10.836,9.558,9.349,9.233,9.604818182,Africa,Northern Africa,Lower-middle income,0.792517611
Mozambique,Unemployment rate by sex and age,Female,15-24,Youth,6.761,7.037,7.142,7.271,7.393,7.462,8.328,8.341,7.671,7.463,7.465,7.484909091,Africa,Sub-Saharan Africa,Low income,0.487461066
Mozambique,Unemployment rate by sex and age,Female,25+,Adults,2.264,2.365,2.428,2.504,2.577,2.615,2.697,3.021,2.709,2.653,2.645,2.588909091,Africa,Sub-Saharan Africa,Low income,0.20240724
Mozambique,Unemployment rate by sex and age,Female,Under 15,Children,3.546,3.683,3.756,3.843,3.923,3.963,4.26,4.489,4.062,3.955,3.942,3.947454545,Africa,Sub-Saharan Africa,Low income,0.261470979
Mozambique,Unemployment rate by sex and age,Male,15-24,Youth,7.515,7.43,7.585,7.775,7.959,8.073,8.976,9.007,8.318,8.031,7.972,8.058272727,Africa,Sub-Saharan Africa,Low income,0.531236876
Mozambique,Unemployment rate by sex and age,Male,25+,Adults,1.411,1.401,1.45,1.511,1.569,1.603,1.868,2.03,1.667,1.609,1.61,1.611727273,Africa,Sub-Saharan Africa,Low income,0.191466494
Mozambique,Unemployment rate by sex and age,Male,Under 15,Children,3.202,3.162,3.233,3.318,3.397,3.436,3.876,3.997,3.502,3.377,3.356,3.441454545,Africa,Sub-Saharan Africa,Low income,0.266217341
Myanmar,Unemployment rate by sex and age,Female,15-24,Youth,1.759,1.781,3.083,4.494,2.082,1.398,5.922,10.906,9.162,9.221,9.471,5.389,Asia,South-Eastern Asia,Lower-middle income,3.680779945
Myanmar,Unemployment rate by sex and age,Female,25+,Adults,0.607,0.632,0.829,1.094,0.697,0.255,1.289,3.534,2.151,2.15,2.118,1.396,Asia,South-Eastern Asia,Lower-middle income,0.982431168
Myanmar,Unemployment rate by sex and age,Female,Under 15,Children,0.894,0.91,1.341,1.814,0.975,0.479,2.177,5.029,3.559,3.546,3.548,2.206545455,Asia,South-Eastern Asia,Lower-middle income,1.489901967
Myanmar,Unemployment rate by sex and age,Male,15-24,Youth,1.437,1.455,2.169,2.953,1.68,1.266,4.264,13.383,10.649,10.175,10.037,5.406181818,Asia,South-Eastern Asia,Lower-middle income,4.642161992
Myanmar,Unemployment rate by sex and age,Male,25+,Adults,0.45,0.468,0.533,0.638,0.413,0.188,0.453,1.991,0.978,1.035,1.052,0.745363636,Asia,South-Eastern Asia,Lower-middle income,0.501102439
Myanmar,Unemployment rate by sex and age,Male,Under 15,Children,0.664,0.678,0.859,1.07,0.637,0.367,1.058,3.922,2.589,2.542,2.517,1.536636364,Asia,South-Eastern Asia,Lower-middle income,1.155485895
Namibia,Unemployment rate by sex and age,Female,15-24,Youth,42.434,46.704,51.623,45.831,38.546,38.843,42.656,41.522,39.686,39.159,38.887,42.35372727,Africa,Sub-Saharan Africa,Upper-middle income,4.170018467
Namibia,Unemployment rate by sex and age,Female,25+,Adults,15.622,16.933,18.522,17.149,15.265,15.395,16.076,16.42,15.687,15.402,15.227,16.15436364,Africa,Sub-Saharan Africa,Upper-middle income,1.028274114
Namibia,Unemployment rate by sex and age,Female,Under 15,Children,20.381,22.507,25.01,21.975,18.595,18.666,19.593,19.665,18.72,18.395,18.191,20.15436364,Africa,Sub-Saharan Africa,Upper-middle income,2.16072179
Namibia,Unemployment rate by sex and age,Male,15-24,Youth,35.218,35.979,37.342,37.691,37.517,37.789,40.705,39.809,38.359,37.785,37.552,37.79509091,Africa,Sub-Saharan Africa,Upper-middle income,1.520975704
Namibia,Unemployment rate by sex and age,Male,25+,Adults,12.334,14.947,17.904,18.02,17.905,18.052,19.382,19.534,18.314,17.929,17.703,17.45672727,Africa,Sub-Saharan Africa,Upper-middle income,2.065285408
Namibia,Unemployment rate by sex and age,Male,Under 15,Children,16.711,19.084,21.806,21.601,21.136,21.22,22.661,22.617,21.218,20.829,20.604,20.86245455,Africa,Sub-Saharan Africa,Upper-middle income,1.689479054
Nepal,Unemployment rate by sex and age,Female,15-24,Youth,21.912,21.892,21.886,21.93,22.027,22.165,26.643,25.602,23.419,23.393,23.411,23.11636364,Asia,Southern Asia,Lower-middle income,1.638081089
Nepal,Unemployment rate by sex and age,Female,25+,Adults,9.068,9.055,9.045,9.049,9.074,9.114,11.026,10.92,9.645,9.789,9.852,9.603363636,Asia,Southern Asia,Lower-middle income,0.747097621
Nepal,Unemployment rate by sex and age,Female,Under 15,Children,12.131,12.106,12.087,12.062,12.042,12.021,14.408,13.972,12.492,12.498,12.456,12.57045455,Asia,Southern Asia,Lower-middle income,0.827506177
Nepal,Unemployment rate by sex and age,Male,15-24,Youth,18.61,18.597,18.556,18.517,18.509,18.525,22.158,21.164,18.915,18.985,19.076,19.23745455,Asia,Southern Asia,Lower-middle income,1.23533375
Nepal,Unemployment rate by sex and age,Male,25+,Adults,7.239,7.23,7.209,7.182,7.166,7.158,9.387,8.935,7.402,7.533,7.536,7.634272727,Asia,Southern Asia,Lower-middle income,0.773886825
Nepal,Unemployment rate by sex and age,Male,Under 15,Children,9.881,9.86,9.845,9.824,9.807,9.788,12.33,11.728,9.979,10.04,9.99,10.27927273,Asia,Southern Asia,Lower-middle income,0.879207267
Netherlands,Unemployment rate by sex and age,Female,15-24,Youth,13.096,11.15,10.255,8.763,6.648,6.205,9.032,9.191,8.199,8.564,8.452,9.050454545,Europe,Western Europe,High income,1.936913595
Netherlands,Unemployment rate by sex and age,Female,25+,Adults,6.681,6.473,5.75,4.539,3.412,2.787,2.947,3.58,2.964,2.858,2.776,4.069727273,Europe,Western Europe,High income,1.535610243
Netherlands,Unemployment rate by sex and age,Female,Under 15,Children,7.749,7.267,6.514,5.257,3.958,3.359,3.953,4.5,3.804,3.769,3.67,4.890909091,Europe,Western Europe,High income,1.573631371
Netherlands,Unemployment rate by sex and age,Male,15-24,Youth,12.39,11.324,11.389,8.954,7.692,7.278,9.226,9.945,7.609,8.895,9.092,9.435818182,Europe,Western Europe,High income,1.675942112
Netherlands,Unemployment rate by sex and age,Male,25+,Adults,6.248,5.701,4.572,3.708,3.029,2.713,2.758,2.912,2.534,2.33,2.344,3.531727273,Europe,Western Europe,High income,1.376705858
Netherlands,Unemployment rate by sex and age,Male,Under 15,Children,7.139,6.527,5.573,4.477,3.718,3.399,3.703,3.95,3.265,3.288,3.316,4.395909091,Europe,Western Europe,High income,1.38791869
New Zealand,Unemployment rate by sex and age,Female,15-24,Youth,14.755,13.853,13.645,13.372,11.015,11.493,12.627,10.126,9.057,10.487,11.53,11.99636364,Oceania,Australia and New Zealand,High income,1.786490821
